CountryOrTerritory,Namespace,Network,ResponsibleParty,TimeZone,StationName,EoICode,StationType,StationArea,Pollutant,SamplingPointId,Latitude,Longitude,Altitudee,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,Sample,SamplingProcess,MeasurementEquipment,MeasurementMethod,SamplingEquipment,AnalyticalTechnique,envelope
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Igualada (la Masuca),ES1135A,Industrial,Suburban,Carbon monoxide (air),SP_08102005_6_48,41.5776,1.6259,284,Continuous data collection,1991-06-01T00:00:00Z,,SAM_08102005_6_48,SPP_08102005_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Montcada i Reixac (ajuntament),ES1665A,Industrial,Suburban,Lead in PM10 (aerosol),SP_08125012_19_M,41.479955339,2.187268328,44,Continuous data collection,2004-01-01T00:00:00Z,2004-12-31T00:00:00Z,SAM_08125012_19_M,SPP_08125012_19_M.1,,,,Atomic absorption spectrometry (AAS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Montseny (la Castanya),ES1778A,Background,Rural,Particulate matter < 10 µm (aerosol),SP_08137001_10_46,41.779343452,2.358018901,693,Continuous data collection,2005-01-01T00:00:00Z,,SAM_08137001_10_46,SPP_08137001_10_46.1,Unknown,Light scattering,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Pallejà (mercat municipal),ES1683A,Background,Suburban,Particulate matter < 10 µm (aerosol),SP_08157002_10_M,41.420848099,1.996502724,47,Continuous data collection,2003-12-31T00:00:00Z,2013-11-30T00:00:00Z,SAM_08157002_10_M,SPP_08157002_10_M.1,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,El Prat de Llobregat (CEM Sagnier),ES1983A,Background,Suburban,Particulate matter < 10 µm (aerosol),SP_08169009_10_M,41.321768405,2.082140639,7,Continuous data collection,2011-01-01T00:00:00Z,,SAM_08169009_10_M,SPP_08169009_10_M.1,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Rubí (ca n'Oriol),ES1684A,Background,Urban,cis-2-Butene (air),SP_08184006_408_M,41.492082863,2.042497085,171,Continuous data collection,2009-01-01T00:00:00Z,2011-12-31T00:00:00Z,SAM_08184006_408_M,SPP_08184006_408_M.1,,,,GC-MS type,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Rubí (ca n'Oriol),ES1684A,Background,Urban,n-Heptane (air),SP_08184006_419_M,41.492082863,2.042497085,171,Continuous data collection,2012-01-01T00:00:00Z,,SAM_08184006_419_M,SPP_08184006_419_M.2,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cataluña,DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA),UTC,Sant Andreu de la Barca (CEIP Josep Pla),ES0971A,Traffic,Suburban,Particulate matter < 10 µm (aerosol),SP_08196001_10_M,41.450769339,1.974887306,40,Continuous data collection,2017-03-15T00:00:00Z,,SAM_08196001_10_M,SPP_08196001_10_M.2,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,ARANDA DE DUERO 2,ES1986A,Traffic,Urban,Ethyl benzene (air),SP_09018002_35_59,41.66555555,-3.68888888,801,Continuous data collection,2019-01-01T00:00:00Z,,SAM_09018002_35_59,SPP_09018002_35_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,ARANDA DE DUERO 2,ES1986A,Traffic,Urban,Nitrogen monoxide (air),SP_09018002_7_8,41.66555555,-3.68888888,801,Continuous data collection,2010-01-12T00:00:00Z,,SAM_09018002_7_8,SPP_09018002_7_8.1,Teledyne API 200E chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,MEDINA DE POMAR,ES1987A,Background,Rural,Nickel in PM10 (aerosol),SP_09209001_62_M,42.95194444,-3.47527777,613,Continuous data collection,2014-01-01T00:00:00Z,,SAM_09209001_62_M,SPP_09209001_62_M.1,,,,Atomic absorption spectrometry (AAS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,MIRANDA DE EBRO 1,ES1163A,Industrial,Urban,"m,p-Xylene (air)",SP_09219001_431_59,42.68444444,-2.9175,471,Continuous data collection,2014-01-01T00:00:00Z,,SAM_09219001_431_59,SPP_09219001_431_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,MIRANDA DE EBRO 1,ES1163A,Industrial,Urban,Carbon monoxide (air),SP_09219001_6_48,42.68444444,-2.9175,471,Continuous data collection,1992-01-01T00:00:00Z,,SAM_09219001_6_48,SPP_09219001_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,MIRANDA DE EBRO 2,ES1346A,Industrial,Urban,Sulphur dioxide (air),SP_09219002_1_38,42.68805555,-2.94055555,471,Continuous data collection,1994-01-01T00:00:00Z,,SAM_09219002_1_38,SPP_09219002_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Extremadura,"CONSEJERIA DE MEDIO AMBIENTE Y RURAL, POLITICAS AGRARIAS Y TERRITORIO (JUNTA DE EXTREMADURA)",UTC,CÁCERES,ES1615A,Background,Urban,Benzene (air),SP_10037001_30_59,39.47278,-6.36028,389,Continuous data collection,2001-11-01T00:00:00Z,,SAM_10037001_30_59,SPP_10037001_30_59.1,SRI 8610,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,E4:RINCONCILLO,ES1637A,Industrial,Urban,Nitrogen oxides (air),SP_11004006_12_8,36.16174,-5.44255,1,Continuous data collection,2015-12-02T00:00:00Z,,SAM_11004006_12_8,SPP_11004006_12_8.2,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,E4:RINCONCILLO,ES1637A,Industrial,Urban,Nitrogen oxides (air),SP_11004006_12_8,36.16174,-5.44255,1,Continuous data collection,2002-09-13T00:00:00Z,2003-12-31T00:00:00Z,SAM_11004006_12_8,SPP_11004006_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,LOS BARRIOS,ES0712A,Industrial,Suburban,Benzo(j)fluoranthene in PM10 (aerosol),SP_11008001_97_M,36.17538,-5.48083,45,Continuous data collection,2008-01-01T00:00:00Z,2008-12-31T00:00:00Z,SAM_11008001_97_M,SPP_11008001_97_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,E2: ALCORNOCALES,ES1648A,Background,Rural,Nitrogen oxides (air),SP_11008009_12_8,36.23386,-5.6635,189,Continuous data collection,2015-11-24T00:00:00Z,,SAM_11008009_12_8,SPP_11008009_12_8.2,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,AVDA. MARCONI,ES1479A,Traffic,Urban,Particulate matter < 10 µm (aerosol),SP_11012002_10_49,36.50602,-6.26857,4,Continuous data collection,2018-12-20T00:00:00Z,,SAM_11012002_10_49,SPP_11012002_10_49.2,Thermo 5014i Beta Continuous Ambient Particulate Monitor,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,CARTUJA,ES1620A,Industrial,Suburban,Ozone (air),SP_11020003_14_6,36.66086,-6.11449,49,Continuous data collection,2002-02-17T00:00:00Z,,SAM_11020003_14_6,SPP_11020003_14_6.1,Unknown,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,JEREZ-CHAPMN,ES1781A,Background,Urban,Sulphur dioxide (air),SP_11020004_1_38,36.68855,-6.11724,62,Continuous data collection,2004-11-04T00:00:00Z,,SAM_11020004_1_38,SPP_11020004_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,JEREZ-CHAPMN,ES1781A,Background,Urban,Carbon monoxide (air),SP_11020004_6_48,36.68855,-6.11724,62,Continuous data collection,2004-11-04T00:00:00Z,,SAM_11020004_6_48,SPP_11020004_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,LA LÍNEA,ES1072A,Industrial,Urban,Particulate matter < 2.5 µm (aerosol),SP_11022005_9_M,36.15937,-5.34836,1,Continuous data collection,2008-01-01T00:00:00Z,2019-02-12T00:00:00Z,SAM_11022005_9_M,SPP_11022005_9_M.1,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,CASTELLÓ-GRAU,ES1445A,Industrial,Suburban,Ozone (air),SP_12040010_14_6,39.98194444,0.01055555,10,Continuous data collection,1996-03-20T00:00:00Z,2016-02-16T00:00:00Z,SAM_12040010_14_6,SPP_12040010_14_6.1,Unknown,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,CASTELLÓ-PATRONAT D'ESPORTS,ES1834A,Traffic,Urban,fluoranthene (air+aerosol),SP_12040015_77_M,39.98888888,-0.02611111,18,Continuous data collection,2009-01-01T00:00:00Z,,SAM_12040015_77_M,SPP_12040015_77_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,CASTELLÓ-PATRONAT D'ESPORTS,ES1834A,Traffic,Urban,Nitrogen monoxide (air),SP_12040015_7_8,39.98888888,-0.02611111,18,Continuous data collection,2016-03-09T00:00:00Z,,SAM_12040015_7_8,SPP_12040015_7_8.2,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,CASTELLÓ-PATRONAT D'ESPORTS,ES1834A,Traffic,Urban,Benzo(j)fluoranthene in PM10 (aerosol),SP_12040015_97_M,39.98888888,-0.02611111,18,Continuous data collection,2014-01-01T00:00:00Z,,SAM_12040015_97_M,SPP_12040015_97_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ONDA,ES1387A,Industrial,Suburban,Ozone (air),SP_12084003_14_6,39.96277777,-0.23333333,163,Continuous data collection,2016-03-31T00:00:00Z,,SAM_12084003_14_6,SPP_12084003_14_6.2,DASIBI 5014,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ONDA,ES1387A,Industrial,Suburban,Cadmium in PM10 (aerosol),SP_12084003_28_M,39.96277777,-0.23333333,163,Continuous data collection,2005-01-01T00:00:00Z,,SAM_12084003_28_M,SPP_12084003_28_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,SANT JORDI,ES1542A,Background,Rural,Arsenic in PM10 (aerosol),SP_12099001_17_M,40.55472222,0.37277777,181,Continuous data collection,2005-01-01T00:00:00Z,,SAM_12099001_17_M,SPP_12099001_17_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,SANT JORDI,ES1542A,Background,Rural,Cadmium in PM10 (aerosol),SP_12099001_28_M,40.55472222,0.37277777,181,Continuous data collection,2005-01-01T00:00:00Z,,SAM_12099001_28_M,SPP_12099001_28_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,SANT JORDI,ES1542A,Background,Rural,Nitrogen monoxide (air),SP_12099001_7_8,40.55472222,0.37277777,181,Continuous data collection,1999-09-01T00:00:00Z,,SAM_12099001_7_8,SPP_12099001_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,TORRE ENDOMENECH,ES1690A,Background,Rural,Nitrogen monoxide (air),SP_12120001_7_8,40.26944444,-0.07888888,259,Continuous data collection,2004-02-01T00:00:00Z,,SAM_12120001_7_8,SPP_12120001_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,VALL D'ALBA PM,ES1918A,Industrial,Urban,Cadmium in PM10 (aerosol),SP_12124001_28_M,40.175,-0.03444444,305,Continuous data collection,2008-05-02T00:00:00Z,,SAM_12124001_28_M,SPP_12124001_28_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,LA VALL D'UIXÓ,ES1969A,Background,Suburban,Carbon monoxide (air),SP_12126003_6_48,39.82361111,-0.24444444,250,Continuous data collection,2010-04-20T00:00:00Z,,SAM_12126003_6_48,SPP_12126003_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,VIVER,ES1691A,Background,Suburban,Particulate matter < 10 µm (aerosol),SP_12140002_10_49,39.93055555,-0.60333333,616,Continuous data collection,2009-01-01T00:00:00Z,2011-12-31T00:00:00Z,SAM_12140002_10_49,SPP_12140002_10_49.1,Unknown,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,VILAMARXANT,ES2019A,Background,Suburban,Nitrogen dioxide (air),SP_46256001_8_8,39.56472222,-0.62555555,510,Continuous data collection,2012-01-01T00:00:00Z,,SAM_46256001_8_8,SPP_46256001_8_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,ZARRA,ES0012R,Background,Rural,Acenaphthene (precip+dry_dep),SP_46263999_306_I,39.08278,-1.10111,885,Continuous data collection,2015-01-01T00:00:00Z,,SAM_46263999_306_I,SPP_46263999_306_I.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,ZARRA,ES0012R,Background,Rural,Zinc (precip+dry_dep),SP_46263999_324_I,39.08278,-1.10111,885,Continuous data collection,2015-01-01T00:00:00Z,,SAM_46263999_324_I,SPP_46263999_324_I.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,EMEP/VAG/CAMP,AGENCIA ESTATAL METEOROLOGÍA,UTC,ZARRA,ES0012R,Background,Rural,phenanthrene (air+aerosol),SP_46263999_75_M,39.08278,-1.10111,885,Continuous data collection,2016-01-01T00:00:00Z,,SAM_46263999_75_M,SPP_46263999_75_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,MEDINA DEL CAMPO,ES1162A,Industrial,Suburban,Sulphur dioxide (air),SP_47085003_1_38,41.31638888,-4.90916666,721,Continuous data collection,1992-01-01T00:00:00Z,,SAM_47085003_1_38,SPP_47085003_1_38.1,Unknown,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,ARCO DE LADRILLO II,ES1631A,Traffic,Urban,Ethyl benzene (air),SP_47186027_35_59,41.64555555,-4.73027777,700,Continuous data collection,2002-05-01T00:00:00Z,,SAM_47186027_35_59,SPP_47186027_35_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,LA RUBIA II,ES2010A,Traffic,Urban,Nitrogen monoxide (air),SP_47186031_7_8,41.63,-4.74055555,683,Continuous data collection,2011-04-01T00:00:00Z,,SAM_47186031_7_8,SPP_47186031_7_8.1,Teledyne API 200E chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Castilla y León,DIRECCIÓN GENERAL DE CALIDAD Y SOSTENIBILIDAD AMBIENTAL. JUNTA DE CASTILLA Y LEÓN,UTC,VALLADOLID SUR,ES2042A,Traffic,Urban,Nitrogen oxides (air),SP_47186032_12_8,41.61417,-4.77222,690,Continuous data collection,2013-01-01T00:00:00Z,,SAM_47186032_12_8,SPP_47186032_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA País Vasco,"DEPARTAMENTO DE MEDIO AMBIENTE, POLITICA TERRITORIAL Y VIVIENDA - GOBIERNO VASCO",UTC,ABANTO,ES0588A,Industrial,Suburban,Particulate matter < 10 µm (aerosol),SP_48002001_10_49,43.32052,-3.07414,136,Continuous data collection,2001-03-01T00:00:00Z,2012-12-31T00:00:00Z,SAM_48002001_10_49,SPP_48002001_10_49.1,Unknown,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA País Vasco,"DEPARTAMENTO DE MEDIO AMBIENTE, POLITICA TERRITORIAL Y VIVIENDA - GOBIERNO VASCO",UTC,PARQUE EUROPA,ES1713A,Background,Urban,Carbon monoxide (air),SP_48020003_6_48,43.2549,-2.9023,76,Continuous data collection,2004-04-01T00:00:00Z,2013-11-28T00:00:00Z,SAM_48020003_6_48,SPP_48020003_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA País Vasco,"DEPARTAMENTO DE MEDIO AMBIENTE, POLITICA TERRITORIAL Y VIVIENDA - GOBIERNO VASCO",UTC,DIRECCIÓN DE SALUD,ES0041A,Traffic,Urban,Lead in PM10 (aerosol),SP_48020006_19_M,43.25883,-2.94565,32,Continuous data collection,1993-01-01T00:00:00Z,2002-12-31T00:00:00Z,SAM_48020006_19_M,SPP_48020006_19_M.1,,,,Atomic absorption spectrometry (AAS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA País Vasco,"DEPARTAMENTO DE MEDIO AMBIENTE, POLITICA TERRITORIAL Y VIVIENDA - GOBIERNO VASCO",UTC,MAZARREDO,ES1244A,Traffic,Urban,Ozone (air),SP_48020062_14_6,43.2675,-2.9352,33,Continuous data collection,1992-07-01T00:00:00Z,2016-04-04T00:00:00Z,SAM_48020062_14_6,SPP_48020062_14_6.1,Unknown,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
