CountryOrTerritory,Namespace,Network,ResponsibleParty,TimeZone,StationName,EoICode,StationType,StationArea,Pollutant,SamplingPointId,Latitude,Longitude,Altitudee,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,Sample,SamplingProcess,MeasurementEquipment,MeasurementMethod,SamplingEquipment,AnalyticalTechnique,envelope
Spain,ES.BDCA.AQD,CCAA Aragón,DIRECCIÓN GENERAL DE SOSTENIBILIDAD DEL GOBIERNO DE ARAGÓN,UTC,ALAGÓN,ES1418A,Traffic,Suburban,Particulate matter < 2.5 µm (aerosol),SP_50008001_9_M,41.76278,-1.14333,235,Continuous data collection,2011-01-01T00:00:00Z,,SAM_50008001_9_M,SPP_50008001_9_M.1,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,Ayto Zaragoza,AYUNTAMIENTO DE ZARAGOZA. AGENCIA DE MEDIO AMBIENTE Y SOSTENIBILIDAD,UTC,EL PICARRAL,ES1044A,Traffic,Suburban,Nickel in PM10 (aerosol),SP_50297026_62_M,41.67028,-0.87111,195,Continuous data collection,2017-01-01T00:00:00Z,,SAM_50297026_62_M,SPP_50297026_62_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,Ayto Zaragoza,AYUNTAMIENTO DE ZARAGOZA. AGENCIA DE MEDIO AMBIENTE Y SOSTENIBILIDAD,UTC,RENOVALES,ES1641A,Background,Urban,Nitrogen oxides (air),SP_50297036_12_8,41.63528,-0.89361,220,Continuous data collection,2002-10-01T00:00:00Z,,SAM_50297036_12_8,SPP_50297036_12_8.1,Thermo model 42i NO/Nox analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,Ayto Zaragoza,AYUNTAMIENTO DE ZARAGOZA. AGENCIA DE MEDIO AMBIENTE Y SOSTENIBILIDAD,UTC,RENOVALES,ES1641A,Background,Urban,Sulphur dioxide (air),SP_50297036_1_38,41.63528,-0.89361,220,Continuous data collection,2002-10-01T00:00:00Z,,SAM_50297036_1_38,SPP_50297036_1_38.1,Thermo model 43i SO2 analyser,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA País Vasco,"DEPARTAMENTO DE MEDIO AMBIENTE, POLITICA TERRITORIAL Y VIVIENDA - GOBIERNO VASCO",UTC,VALDEREJO,ES1489A,Background,Rural,Nitrogen dioxide (air),SP_01055001_8_8,42.8752,-3.2317,911,Continuous data collection,1998-01-01T00:00:00Z,,SAM_01055001_8_8,SPP_01055001_8_8.1,Thermo model 42i NO/Nox analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA País Vasco,"DEPARTAMENTO DE MEDIO AMBIENTE, POLITICA TERRITORIAL Y VIVIENDA - GOBIERNO VASCO",UTC,TRES MARZO,ES1492A,Traffic,Urban,phenanthrene (air+aerosol),SP_01059009_75_M,42.85607,-2.66779,518,Continuous data collection,2014-01-01T00:00:00Z,,SAM_01059009_75_M,SPP_01059009_75_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALACANT-EL PLÁ,ES1635A,Traffic,Urban,Ozone (air),SP_03014006_14_6,38.35944444,-0.47194444,45,Continuous data collection,2016-02-12T00:00:00Z,,SAM_03014006_14_6,SPP_03014006_14_6.2,Other,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ALACANT-EL PLÁ,ES1635A,Traffic,Urban,Benzo(j)fluoranthene in PM10 (aerosol),SP_03014006_97_M,38.35944444,-0.47194444,45,Continuous data collection,2014-01-01T00:00:00Z,,SAM_03014006_97_M,SPP_03014006_97_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,BENIDORM,ES1675A,Background,Suburban,Nitrogen oxides (air),SP_03031002_12_8,38.57138888,-0.14666666,44,Continuous data collection,2004-01-27T00:00:00Z,2016-03-29T00:00:00Z,SAM_03031002_12_8,SPP_03031002_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ELX-AGROALIMENTARI,ES1624A,Background,Suburban,Benzo(a)pyrene in PM10 (aerosol),SP_03065006_27_M,38.24222222,-0.68277777,44,Continuous data collection,2005-01-01T00:00:00Z,,SAM_03065006_27_M,SPP_03065006_27_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ELX-AGROALIMENTARI,ES1624A,Background,Suburban,indeno_123cd_pyrene in PM10 (aerosol),SP_03065006_95_M,38.24222222,-0.68277777,44,Continuous data collection,2009-01-01T00:00:00Z,,SAM_03065006_95_M,SPP_03065006_95_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ELDA-LACY,ES1914A,Background,Suburban,Particulate matter < 10 µm (aerosol),SP_03066003_10_46,38.45472222,-0.80333333,355,Continuous data collection,2008-09-04T00:00:00Z,,SAM_03066003_10_46,SPP_03066003_10_46.1,Unknown,Light scattering,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ORIHUELA,ES1677A,Background,Suburban,Nitrogen oxides (air),SP_03099002_12_8,38.08472222,-0.85277777,32,Continuous data collection,2004-03-01T00:00:00Z,,SAM_03099002_12_8,SPP_03099002_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,ORIHUELA,ES1677A,Background,Suburban,Particulate matter < 2.5 µm (aerosol),SP_03099002_9_M,38.08472222,-0.85277777,32,Continuous data collection,2004-03-01T00:00:00Z,,SAM_03099002_9_M,SPP_03099002_9_M.1,,,,Gravimetric analysis,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Com. Valenciana,"CONSELLERIA DE AGRICULTURA, MEDIO AMBIENTE, CAMBIO CLIMATICO Y DESARROLLO RURAL (VALENCIA)",UTC,SANT VICENT DEL RASPEIG,ES1787A,Industrial,Urban,Arsenic in PM10 (aerosol),SP_03122005_17_M,38.39722222,-0.5275,123,Continuous data collection,2005-01-01T00:00:00Z,2013-12-31T00:00:00Z,SAM_03122005_17_M,SPP_03122005_17_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,MEDITERRÁNEO,ES1393A,Traffic,Urban,Dibenzo(ah)anthracene in PM10 (aerosol),SP_04013004_94_M,36.84133,-2.44672,51,Continuous data collection,2008-01-01T00:00:00Z,2008-12-31T00:00:00Z,SAM_04013004_94_M,SPP_04013004_94_M.1,,,,Gas chromatography + mass spectrometry (GC-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Navarra,"DEPARTAMENTO DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACIÓN LOCAL. GOBIERNO DE NAVARRA. SERVICIO DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO",UTC,FUNES,ES1662A,Industrial,Rural,Nitrogen dioxide (air),SP_31107001_8_8,42.3083,-1.8083,460,Continuous data collection,2015-06-08T00:00:00Z,,SAM_31107001_8_8,SPP_31107001_8_8.2,Teledyne API T200 chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Navarra,"DEPARTAMENTO DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACIÓN LOCAL. GOBIERNO DE NAVARRA. SERVICIO DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO",UTC,ROTXAPEA,ES1747A,Background,Urban,Ozone (air),SP_31201014_14_6,42.82694,-1.64944,418,Continuous data collection,2016-10-06T00:00:00Z,2018-10-19T00:00:00Z,SAM_31201014_14_6,SPP_31201014_14_6.2,Environnement S.A. Model O341M UV Ozone Analyzer,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Navarra,"DEPARTAMENTO DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACIÓN LOCAL. GOBIERNO DE NAVARRA. SERVICIO DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO",UTC,TUDELA,ES1661A,Industrial,Rural,Sulphur dioxide (air),SP_31232002_1_38,42.0747,-1.6269,383,Continuous data collection,2015-06-08T00:00:00Z,,SAM_31232002_1_38,SPP_31232002_1_38.2,Teledyne API T100 UV Fluorescent SO2 Analyser,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,LAZA,ES2014A,Background,Rural,Carbon monoxide (air),SP_32039001_6_48,42.0616,-7.4089,760,Continuous data collection,2010-12-31T00:00:00Z,,SAM_32039001_6_48,SPP_32039001_6_48.1,Teledyne API T300 gas filter correlation CO analyser,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,MATADERO,ES1320A,Industrial,Suburban,Particulate matter < 10 µm (aerosol),SP_33004048_10_49,43.5792,-5.9273,6,Continuous data collection,2003-12-31T00:00:00Z,,SAM_33004048_10_49,SPP_33004048_10_49.1,DASIBI 7001,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,PLAZA DE LA GUITARRA,ES1424A,Traffic,Urban,Nitrogen oxides (air),SP_33004049_12_8,43.5589,-5.9275,12,Continuous data collection,1995-07-15T00:00:00Z,,SAM_33004049_12_8,SPP_33004049_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,CANGAS DEL NARCEA,ES1432A,Background,Suburban,Nitrogen dioxide (air),SP_33011001_8_8,43.1788,-6.5527,363,Continuous data collection,1995-11-01T00:00:00Z,,SAM_33011001_8_8,SPP_33011001_8_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,JARDINES DE JUAN XXIII,ES1651A,Traffic,Urban,Sulphur dioxide (air),SP_33037012_1_38,43.2561,-5.7759,205,Continuous data collection,2003-02-13T00:00:00Z,,SAM_33037012_1_38,SPP_33037012_1_38.1,DASIBI 4108 SO2 analyser,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,BLIMEA,ES1433A,Background,Suburban,Nitrogen dioxide (air),SP_33060003_8_8,43.2757,-5.596,262,Continuous data collection,1995-12-01T00:00:00Z,,SAM_33060003_8_8,SPP_33060003_8_8.1,Teledyne API 200A chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,LUGONES,ES1363A,Industrial,Suburban,Particulate matter < 10 µm (aerosol),SP_33066003_10_49,43.4036,-5.8108,163,Continuous data collection,2003-12-31T00:00:00Z,2014-03-12T00:00:00Z,SAM_33066003_10_49,SPP_33066003_10_49.1,Unknown,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Asturias,"CONSEJERÍA DE INFRAESTRUCTURAS, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE (ASTURIAS)",UTC,LUGONES,ES1363A,Industrial,Suburban,Nitrogen oxides (air),SP_33066003_12_8,43.4036,-5.8108,163,Continuous data collection,1994-02-01T00:00:00Z,2014-03-12T00:00:00Z,SAM_33066003_12_8,SPP_33066003_12_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,CENTRO DE ARTE JUAN ISMAEL,ES1865A,Industrial,Urban,Ozone (air),SP_35017001_14_6,28.500255,-13.852395,20,Continuous data collection,2009-01-01T00:00:00Z,,SAM_35017001_14_6,SPP_35017001_14_6.1,Unknown,Ultraviolet (UV) photometry,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,SAN AGUSTÍN,ES1742A,Traffic,Urban,Sulphur dioxide (air),SP_35019001_1_38,27.77259736,-15.54188043,15,Continuous data collection,1993-06-12T00:00:00Z,,SAM_35019001_1_38,SPP_35019001_1_38.1,Teledyne API 100A UV Fluorescent SO2 Analyser,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,CASTILLO DEL ROMERAL,ES1763A,Industrial,Urban,Carbon monoxide (air),SP_35019004_6_48,27.801278,-15.461157,13,Continuous data collection,2009-01-01T00:00:00Z,,SAM_35019004_6_48,SPP_35019004_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,Las Caletas-Teguise,ES2080A,Traffic,Suburban,Nitrogen monoxide (air),SP_35024002_7_8,28.98287,-13.51403,10,Continuous data collection,2016-05-01T00:00:00Z,,SAM_35024002_7_8,SPP_35024002_7_8.1,Teledyne API 200A chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,AREEIRO,ES1366A,Industrial,Rural,Nickel in PM10 (aerosol),SP_36038008_62_M,42.4047,-8.6703,40,Continuous data collection,2014-01-01T00:00:00Z,,SAM_36038008_62_M,SPP_36038008_62_M.1,,,,Inductive coupled plasma mass spectrometryscopy (ICP-MS),http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,CAMPOLONGO,ES2061A,Traffic,Urban,Benzene (air),SP_36038010_30_59,42.425932,-8.643995,15,Continuous data collection,2015-04-08T00:00:00Z,,SAM_36038010_30_59,SPP_36038010_30_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Galicia,SUBDIRECCION XERAL DE METEOROLOXIA E CAMBIO CLIMATICO (XUNTA DE GALICIA),UTC,ESTACION 1 (ESTE),ES1440A,Industrial,Urban,Sulphur dioxide (air),SP_36057021_1_38,42.2103,-8.7365,12,Continuous data collection,1996-01-01T00:00:00Z,,SAM_36057021_1_38,SPP_36057021_1_38.1,Thermo model 43i SO2 analyser,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,EL RÍO,ES1766A,Industrial,Suburban,Nitrogen dioxide (air),SP_38006003_8_8,28.145093,-16.523687,500,Continuous data collection,1994-10-01T00:00:00Z,,SAM_38006003_8_8,SPP_38006003_8_8.1,Teledyne API 200A chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,DEPÓSITO LA GUANCHA-CANDELARIA,ES2022A,Industrial,Suburban,Nitrogen dioxide (air),SP_38011007_8_8,28.38016,-16.36833,128,Continuous data collection,2012-02-15T00:00:00Z,,SAM_38011007_8_8,SPP_38011007_8_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,TOME CANO,ES1131A,Industrial,Urban,Particulate matter < 10 µm (aerosol),SP_38038010_10_49,28.462173,-16.261895,67,Continuous data collection,2015-01-01T00:00:00Z,,SAM_38038010_10_49,SPP_38038010_10_49.2,MetOne BAM-1020,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,TOME CANO,ES1131A,Industrial,Urban,Xylene (air),SP_38038010_31_59,28.462173,-16.261895,67,Continuous data collection,2000-11-01T00:00:00Z,,SAM_38038010_31_59,SPP_38038010_31_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,CASA CUNA,ES1759A,Industrial,Urban,Nitrogen monoxide (air),SP_38038012_7_8,28.451022,-16.277692,183,Continuous data collection,2010-02-21T00:00:00Z,,SAM_38038012_7_8,SPP_38038012_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,DEPÓSITO TRISTÁN-STA CRUZ DE TF,ES1975A,Background,Urban,Carbon monoxide (air),SP_38038022_6_48,28.45816,-16.278776,200,Continuous data collection,2010-04-05T00:00:00Z,,SAM_38038022_6_48,SPP_38038022_6_48.1,Unknown,Non-dispersive infrared spectroscopy (NDIR),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,PISCINA MUNICIPAL-STA CRUZ DE TF,ES2000A,Industrial,Urban,Nitrogen monoxide (air),SP_38038023_7_8,28.457954,-16.26333,68,Continuous data collection,2010-12-15T00:00:00Z,,SAM_38038023_7_8,SPP_38038023_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,TENA ARTIGAS-STA CRUZ DE TENERIFE,ES2003A,Background,Urban,Nitrogen dioxide (air),SP_38038024_8_8,28.455375,-16.27675,169,Continuous data collection,2010-10-22T00:00:00Z,,SAM_38038024_8_8,SPP_38038024_8_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Islas Canarias,SERVICIO DE PREVENCION Y CONTROL DE LA CONTAMINACION. VICECONSEJERIA DE MEDIO AMBIENTE - GOBIERNO DE CANARIAS,UTC,GARCÍA ESCÁMEZ-STA CRUZ DE TF,ES2020A,Industrial,Urban,Toluene (air),SP_38038025_20_59,28.45666,-16.271836,119,Continuous data collection,2011-09-25T00:00:00Z,,SAM_38038025_20_59,SPP_38038025_20_59.1,Unknown,Gas chromatography followed by mass spectrometry (GC-MS),,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cast. la Mancha,"CONSEJERÍA DE AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO RURAL. VICECONSEJERÍA DE MEDIO AMBIENTE (CASTILLA LA MANCHA)",UTC,CALLE ANCHA,ES1278A,Industrial,Urban,Sulphur dioxide (air),SP_13071014_1_38,38.68925,-4.11151,705,Continuous data collection,1992-12-01T00:00:00Z,2018-04-16T00:00:00Z,SAM_13071014_1_38,SPP_13071014_1_38.1,Environnement S.A. Model AF21M SO2 Analyzer,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cast. la Mancha,"CONSEJERÍA DE AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO RURAL. VICECONSEJERÍA DE MEDIO AMBIENTE (CASTILLA LA MANCHA)",UTC,CAMPO DE FÚTBOL,ES1279A,Industrial,Suburban,Sulphur dioxide (air),SP_13071015_1_38,38.68198,-4.08858,685,Continuous data collection,2003-06-01T00:00:00Z,2014-05-12T00:00:00Z,SAM_13071015_1_38,SPP_13071015_1_38.2,Teledyne API 101A UV Fluorescent SO2 Analyser,UV fluorescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Cast. la Mancha,"CONSEJERÍA DE AGRICULTURA, MEDIO AMBIENTE Y DESARROLLO RURAL. VICECONSEJERÍA DE MEDIO AMBIENTE (CASTILLA LA MANCHA)",UTC,BARRIO 630,ES1365A,Industrial,Suburban,Nitrogen monoxide (air),SP_13071017_7_8,38.7027,-4.112,685,Continuous data collection,2005-11-17T00:00:00Z,,SAM_13071017_7_8,SPP_13071017_7_8.2,Teledyne API 200E chemiluminescent NOx analyser,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,ASOMADILLA,ES1800A,Background,Suburban,Nitrogen monoxide (air),SP_14021006_7_8,37.90274,-4.77958,152,Continuous data collection,2005-06-29T00:00:00Z,,SAM_14021006_7_8,SPP_14021006_7_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,ASOMADILLA,ES1800A,Background,Suburban,Nitrogen dioxide (air),SP_14021006_8_8,37.90274,-4.77958,152,Continuous data collection,2005-06-29T00:00:00Z,,SAM_14021006_8_8,SPP_14021006_8_8.1,Unknown,Chemiluminescence,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain,ES.BDCA.AQD,CCAA Andalucía,"CONSEJERIA DE AGRICULTURA, GANADERIA, PESCA Y DESARROLLO SOSTENIBLE. DIRECCION GENERAL DE CALIDAD AMBIENTAL Y CAMBIO CLIMATICO (JUNTA DE ANDALUCIA)",UTC,POBLADO,ES0926A,Industrial,Rural,Particulate matter < 10 µm (aerosol),SP_14026002_10_49,38.10814,-4.9268,432,Continuous data collection,2005-12-31T00:00:00Z,,SAM_14026002_10_49,SPP_14026002_10_49.1,Unknown,Beta ray attenuation,,,http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
